,pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
96,97,hypno,psychic,,"[['pound', 'normal'], ['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['disable', 'normal'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['submission', 'fighting'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['meditate', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['night-shade', 'ghost'], ['mimic', 'normal'], ['double-team', 'normal'], ['confuse-ray', 'ghost'], ['barrier', 'psychic'], ['light-screen', 'psychic'], ['haze', 'ice'], ['reflect', 'psychic'], ['bide', 'normal'], ['metronome', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['dream-eater', 'psychic'], ['poison-gas', 'poison'], ['flash', 'normal'], ['psywave', 'psychic'], ['rest', 'psychic'], ['tri-attack', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['mind-reader', 'normal'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['zap-cannon', 'electric'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['dynamic-punch', 'fighting'], ['baton-pass', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['torment', 'dark'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['role-play', 'psychic'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['snatch', 'dark'], ['secret-power', 'normal'], ['signal-beam', 'bug'], ['calm-mind', 'psychic'], ['wake-up-slap', 'fighting'], ['natural-gift', 'normal'], ['fling', 'dark'], ['drain-punch', 'fighting'], ['focus-blast', 'fighting'], ['switcheroo', 'dark'], ['giga-impact', 'normal'], ['nasty-plot', 'dark'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['synchronoise', 'psychic'], ['low-sweep', 'fighting'], ['foul-play', 'dark'], ['round', 'normal'], ['stored-power', 'psychic'], ['ally-switch', 'psychic'], ['hex', 'ghost'], ['draining-kiss', 'fairy'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['power-up-punch', 'fighting'], ['psychic-terrain', 'psychic'], ['body-press', 'fighting'], ['expanding-force', 'psychic'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['psychic-noise', 'psychic']]",85,73,70,73,115,67
97,98,krabby,water,,"[['vice-grip', 'normal'], ['guillotine', 'normal'], ['swords-dance', 'normal'], ['cut', 'normal'], ['slam', 'normal'], ['stomp', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['water-gun', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['haze', 'ice'], ['bide', 'normal'], ['amnesia', 'psychic'], ['bubble', 'water'], ['crabhammer', 'water'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['slash', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['metal-claw', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['ancient-power', 'rock'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['hail', 'ice'], ['facade', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['dive', 'water'], ['mud-sport', 'ground'], ['rock-tomb', 'rock'], ['tickle', 'normal'], ['iron-defense', 'steel'], ['mud-shot', 'ground'], ['water-pulse', 'water'], ['hammer-arm', 'fighting'], ['brine', 'water'], ['natural-gift', 'normal'], ['fling', 'dark'], ['night-slash', 'dark'], ['x-scissor', 'bug'], ['captivate', 'normal'], ['hone-claws', 'dark'], ['round', 'normal'], ['chip-away', 'normal'], ['ally-switch', 'psychic'], ['scald', 'water'], ['razor-shell', 'water'], ['confide', 'normal'], ['liquidation', 'water']]",30,105,90,25,25,50
98,99,kingler,water,,"[['vice-grip', 'normal'], ['guillotine', 'normal'], ['swords-dance', 'normal'], ['cut', 'normal'], ['slam', 'normal'], ['stomp', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['water-gun', 'water'], ['hydro-pump', 'water'], ['surf', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['agility', 'psychic'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['harden', 'normal'], ['bide', 'normal'], ['amnesia', 'psychic'], ['bubble', 'water'], ['crabhammer', 'water'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['metal-claw', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['ancient-power', 'rock'], ['rock-smash', 'fighting'], ['whirlpool', 'water'], ['hail', 'ice'], ['facade', 'normal'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['dive', 'water'], ['mud-sport', 'ground'], ['rock-tomb', 'rock'], ['iron-defense', 'steel'], ['mud-shot', 'ground'], ['water-pulse', 'water'], ['hammer-arm', 'fighting'], ['brine', 'water'], ['natural-gift', 'normal'], ['fling', 'dark'], ['x-scissor', 'bug'], ['giga-impact', 'normal'], ['captivate', 'normal'], ['hone-claws', 'dark'], ['wide-guard', 'rock'], ['round', 'normal'], ['ally-switch', 'psychic'], ['scald', 'water'], ['quash', 'dark'], ['razor-shell', 'water'], ['confide', 'normal'], ['high-horsepower', 'ground'], ['brutal-swing', 'dark'], ['stomping-tantrum', 'ground'], ['liquidation', 'water']]",55,130,115,50,50,75
99,100,voltorb,electric,,"[['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['sonic-boom', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['toxic', 'poison'], ['agility', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['bide', 'normal'], ['self-destruct', 'normal'], ['swift', 'normal'], ['flash', 'normal'], ['explosion', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['zap-cannon', 'electric'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['spark', 'electric'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['mirror-coat', 'psychic'], ['torment', 'dark'], ['facade', 'normal'], ['charge', 'electric'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['magic-coat', 'psychic'], ['recycle', 'normal'], ['secret-power', 'normal'], ['metal-sound', 'steel'], ['signal-beam', 'bug'], ['shock-wave', 'electric'], ['gyro-ball', 'steel'], ['natural-gift', 'normal'], ['sucker-punch', 'dark'], ['magnet-rise', 'electric'], ['discharge', 'electric'], ['charge-beam', 'electric'], ['electro-ball', 'electric'], ['foul-play', 'dark'], ['round', 'normal'], ['volt-switch', 'electric'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['electric-terrain', 'electric'], ['tera-blast', 'normal']]",40,30,50,55,55,100
100,101,electrode,electric,,"[['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['sonic-boom', 'normal'], ['hyper-beam', 'normal'], ['thunder-shock', 'electric'], ['thunderbolt', 'electric'], ['thunder-wave', 'electric'], ['thunder', 'electric'], ['toxic', 'poison'], ['agility', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['bide', 'normal'], ['self-destruct', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['flash', 'normal'], ['explosion', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['zap-cannon', 'electric'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['spark', 'electric'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['mirror-coat', 'psychic'], ['torment', 'dark'], ['facade', 'normal'], ['charge', 'electric'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['magic-coat', 'psychic'], ['secret-power', 'normal'], ['metal-sound', 'steel'], ['signal-beam', 'bug'], ['shock-wave', 'electric'], ['gyro-ball', 'steel'], ['natural-gift', 'normal'], ['sucker-punch', 'dark'], ['magnet-rise', 'electric'], ['giga-impact', 'normal'], ['discharge', 'electric'], ['charge-beam', 'electric'], ['telekinesis', 'psychic'], ['electro-ball', 'electric'], ['foul-play', 'dark'], ['round', 'normal'], ['volt-switch', 'electric'], ['electroweb', 'electric'], ['wild-charge', 'electric'], ['confide', 'normal'], ['eerie-impulse', 'electric'], ['magnetic-flux', 'electric'], ['electric-terrain', 'electric'], ['tera-blast', 'normal'], ['supercell-slam', 'electric']]",60,50,70,80,80,150
101,102,exeggcute,grass,psychic,"[['swords-dance', 'normal'], ['headbutt', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['psybeam', 'psychic'], ['strength', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['solar-beam', 'grass'], ['poison-powder', 'poison'], ['stun-spore', 'grass'], ['sleep-powder', 'grass'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['bide', 'normal'], ['self-destruct', 'normal'], ['egg-bomb', 'normal'], ['dream-eater', 'psychic'], ['barrage', 'normal'], ['flash', 'normal'], ['psywave', 'psychic'], ['explosion', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['giga-drain', 'grass'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['synthesis', 'grass'], ['moonlight', 'fairy'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['ancient-power', 'rock'], ['uproar', 'normal'], ['facade', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['ingrain', 'grass'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['secret-power', 'normal'], ['extrasensory', 'psychic'], ['bullet-seed', 'grass'], ['block', 'normal'], ['gravity', 'psychic'], ['natural-gift', 'normal'], ['lucky-chant', 'normal'], ['power-swap', 'psychic'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['leaf-storm', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['round', 'normal'], ['stored-power', 'psychic'], ['bestow', 'normal'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['infestation', 'bug'], ['grassy-glide', 'grass'], ['tera-blast', 'normal'], ['psychic-noise', 'psychic']]",60,40,80,60,45,40
102,103,exeggutor,grass,psychic,"[['swords-dance', 'normal'], ['stomp', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['strength', 'normal'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['solar-beam', 'grass'], ['stun-spore', 'grass'], ['earthquake', 'ground'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['rage', 'normal'], ['teleport', 'psychic'], ['mimic', 'normal'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['bide', 'normal'], ['self-destruct', 'normal'], ['egg-bomb', 'normal'], ['dream-eater', 'psychic'], ['barrage', 'normal'], ['flash', 'normal'], ['psywave', 'psychic'], ['explosion', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['sludge-bomb', 'poison'], ['giga-drain', 'grass'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['psych-up', 'normal'], ['ancient-power', 'rock'], ['future-sight', 'psychic'], ['uproar', 'normal'], ['facade', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['trick', 'psychic'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['secret-power', 'normal'], ['extrasensory', 'psychic'], ['bullet-seed', 'grass'], ['block', 'normal'], ['magical-leaf', 'grass'], ['calm-mind', 'psychic'], ['gravity', 'psychic'], ['natural-gift', 'normal'], ['power-swap', 'psychic'], ['worry-seed', 'grass'], ['seed-bomb', 'grass'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['psycho-cut', 'psychic'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['leaf-storm', 'grass'], ['power-whip', 'grass'], ['captivate', 'normal'], ['grass-knot', 'grass'], ['wood-hammer', 'grass'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['round', 'normal'], ['stored-power', 'psychic'], ['bulldoze', 'ground'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['infestation', 'bug'], ['psychic-terrain', 'psychic'], ['stomping-tantrum', 'ground'], ['expanding-force', 'psychic'], ['grassy-glide', 'grass'], ['terrain-pulse', 'normal'], ['tera-blast', 'normal'], ['psychic-noise', 'psychic']]",95,95,85,125,75,55
103,104,cubone,ground,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['thunder-punch', 'electric'], ['swords-dance', 'normal'], ['double-kick', 'fighting'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['leer', 'normal'], ['growl', 'normal'], ['flamethrower', 'fire'], ['water-gun', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['submission', 'fighting'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['bone-club', 'ground'], ['fire-blast', 'fire'], ['swift', 'normal'], ['skull-bash', 'normal'], ['bonemerang', 'ground'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['belly-drum', 'normal'], ['mud-slap', 'ground'], ['perish-song', 'normal'], ['icy-wind', 'ice'], ['detect', 'fighting'], ['bone-rush', 'ground'], ['sandstorm', 'rock'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['ancient-power', 'rock'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['aerial-ace', 'flying'], ['iron-defense', 'steel'], ['natural-gift', 'normal'], ['fling', 'dark'], ['earth-power', 'ground'], ['rock-climb', 'normal'], ['iron-head', 'steel'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['smack-down', 'rock'], ['round', 'normal'], ['echoed-voice', 'normal'], ['chip-away', 'normal'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['brutal-swing', 'dark'], ['stomping-tantrum', 'ground'], ['scorching-sands', 'ground']]",50,50,95,40,50,35
104,105,marowak,ground,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['thunder-punch', 'electric'], ['swords-dance', 'normal'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['double-edge', 'normal'], ['tail-whip', 'normal'], ['leer', 'normal'], ['growl', 'normal'], ['flamethrower', 'fire'], ['water-gun', 'water'], ['ice-beam', 'ice'], ['blizzard', 'ice'], ['bubble-beam', 'water'], ['hyper-beam', 'normal'], ['submission', 'fighting'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['earthquake', 'ground'], ['fissure', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['mimic', 'normal'], ['screech', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['bone-club', 'ground'], ['fire-blast', 'fire'], ['swift', 'normal'], ['skull-bash', 'normal'], ['bonemerang', 'ground'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['protect', 'normal'], ['mud-slap', 'ground'], ['icy-wind', 'ice'], ['detect', 'fighting'], ['bone-rush', 'ground'], ['outrage', 'dragon'], ['sandstorm', 'rock'], ['endure', 'normal'], ['false-swipe', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['aerial-ace', 'flying'], ['iron-defense', 'steel'], ['natural-gift', 'normal'], ['fling', 'dark'], ['focus-blast', 'fighting'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['rock-climb', 'normal'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['stealth-rock', 'rock'], ['smack-down', 'rock'], ['round', 'normal'], ['echoed-voice', 'normal'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['laser-focus', 'normal'], ['throat-chop', 'dark'], ['brutal-swing', 'dark'], ['stomping-tantrum', 'ground'], ['scorching-sands', 'ground']]",60,80,110,50,80,45
105,106,hitmonlee,fighting,,"[['mega-punch', 'normal'], ['swords-dance', 'normal'], ['double-kick', 'fighting'], ['mega-kick', 'normal'], ['jump-kick', 'fighting'], ['rolling-kick', 'fighting'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['submission', 'fighting'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['seismic-toss', 'fighting'], ['strength', 'normal'], ['earthquake', 'ground'], ['toxic', 'poison'], ['meditate', 'psychic'], ['rage', 'normal'], ['mimic', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['bide', 'normal'], ['metronome', 'normal'], ['swift', 'normal'], ['skull-bash', 'normal'], ['high-jump-kick', 'fighting'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['mind-reader', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['reversal', 'fighting'], ['protect', 'normal'], ['mach-punch', 'fighting'], ['scary-face', 'normal'], ['mud-slap', 'ground'], ['foresight', 'normal'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['dynamic-punch', 'fighting'], ['baton-pass', 'normal'], ['rapid-spin', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['fake-out', 'normal'], ['uproar', 'normal'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['role-play', 'psychic'], ['superpower', 'fighting'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['blaze-kick', 'fire'], ['rock-tomb', 'rock'], ['bulk-up', 'fighting'], ['bounce', 'flying'], ['covet', 'normal'], ['natural-gift', 'normal'], ['feint', 'normal'], ['close-combat', 'fighting'], ['fling', 'dark'], ['sucker-punch', 'dark'], ['aura-sphere', 'fighting'], ['poison-jab', 'poison'], ['vacuum-wave', 'fighting'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['bullet-punch', 'steel'], ['rock-climb', 'normal'], ['stone-edge', 'rock'], ['captivate', 'normal'], ['wide-guard', 'rock'], ['low-sweep', 'fighting'], ['round', 'normal'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['laser-focus', 'normal'], ['throat-chop', 'dark'], ['lunge', 'bug'], ['stomping-tantrum', 'ground'], ['coaching', 'fighting'], ['tera-blast', 'normal'], ['axe-kick', 'fighting'], ['upper-hand', 'fighting']]",50,120,53,35,110,87
